meanNodeDegreeStart,clusteringCStart,CosineStart,BetweenessStart,ModularityStart,meanNodeDegreeEnd,clusteringCEnd,CosineEnd,BetweenessEnd,ModularityEnd,RunTime,Pb,Pn,Pr
6.387096774193548,0.38823529411764707,0.0,19.548387096774192,0.15514999628067017,1.0,0.0,0.0,0.7741935483870968,0.859375,2000, 1.0, 0.0, 0.0
6.387096774193548,0.38869257950530034,0.0,19.612903225806452,0.15514999628067017,1.064516129032258,0.0,0.0,2.064516129032258,0.8027681708335876,2000, 1.0, 0.0, 0.0
6.387096774193548,0.38869257950530034,0.0,19.548387096774192,0.12325000762939453,0.8709677419354839,0.0,0.0,0.8387096774193549,0.8265306949615479,2000, 1.0, 0.0, 0.0
6.387096774193548,0.3914590747330961,0.0,20.258064516129032,0.14675000309944153,0.9032258064516129,0.0,0.0,5.67741935483871,0.6862244606018066,2000, 1.0, 0.0, 0.0
6.387096774193548,0.3905325443786982,0.0,20.064516129032256,0.14035001397132874,1.0,0.0,0.0,6.387096774193548,0.716796875,2000, 1.0, 0.0, 0.0
6.387096774193548,0.39285714285714285,0.0,16.903225806451616,0.17065000534057617,1.064516129032258,0.0,0.0,2.193548387096774,0.7906574010848999,2000, 1.0, 0.0, 0.0
6.387096774193548,0.3891509433962264,0.0,19.612903225806452,0.156700000166893,0.8387096774193549,0.0,0.0,0.3225806451612903,0.8639052510261536,2000, 1.0, 0.0, 0.0
6.387096774193548,0.3900709219858156,0.0,19.870967741935484,0.15514999628067017,1.0,0.0,0.0,0.9032258064516129,0.8515625,2000, 1.0, 0.0, 0.0
6.387096774193548,0.38686987104337633,0.0,19.290322580645164,0.16409999132156372,0.9354838709677419,0.0,0.0,0.8387096774193549,0.8265306353569031,2000, 1.0, 0.0, 0.0
6.387096774193548,0.3900709219858156,0.0,19.87096774193548,0.15514999628067017,1.096774193548387,0.0,0.0,1.5483870967741935,0.8456790447235107,2000, 1.0, 0.0, 0.0
6.387096774193548,0.3919239904988123,0.0,20.70967741935484,0.1511000096797943,0.8064516129032258,0.0,0.0,0.3225806451612903,0.8757396340370178,2000, 1.0, 0.0, 0.0
6.387096774193548,0.38686987104337633,0.0,19.29032258064516,0.16409999132156372,0.9032258064516129,0.0,0.0,1.3548387096774193,0.791111171245575,2000, 1.0, 0.0, 0.0
6.387096774193548,0.3900709219858156,0.0,20.0,0.11214999854564667,0.7096774193548387,0.0,0.0,2.129032258064516,0.71875,2000, 1.0, 0.0, 0.0
